id,Title,compound,ESG_x,pred
1761,facebook abandons plans to change share structure avoiding lawsuit,-0.5267,1,1
1763,nasa says goodbye to mars rover opportunity,0.4215,0,1
1771,match group rolls in the deep,0.0,0,0
1773,secs lone democratic member expected to step down in fall,-0.2732,0,0
1786,after strikes assad seeks to show normalcy,-0.3612,0,1
1788,lehmans lessons 10 years later,0.0,0,0
1804,summertime stock picks,0.0,0,0
1812,versum materials rejects mercks bid,-0.4939,0,1
1813,one year after vix blowup investors still feel sting of volatility bets,0.0,0,0
1814,buffett sees a lot to dislike in US companies,-0.3818,0,0
1816,five best aatish taseer on travels into the past,0.6369,0,0
1817,blogger charles johnson pursuing defamation claim against gawker,0.0,0,0
1820,the secret inside tiffanys blue box reed krakoff,0.0,0,0
1825,danger ahead for the eurozone,-0.5267,0,0
1826,trump widely disparaged abroad has lots of fans in venezuela,-0.34,0,0
1828,why no one wants to back the gun of the future,-0.5574,0,0
1832,abraaj founder scrambles as empire teeters,0.0,0,0
1833,glenn close shares a few of her favorite things,0.6369,0,0
1835,little reason to watch comcast and verizon,0.0,0,0
1843,first timeline new zealand shooter was active for more than 30 minutes,0.4019,0,0
1853,amazon effect sparks deals for software tracking firms,0.1779,0,1
1856,canadas china envoy questions US position in huawei case,0.0,0,0
1859,push to give felons the vote shifts to iowa and kentucky,0.0,0,0
1866,literature behind bars,0.0,0,0
1868,the exercise that helps mental health most,0.3818,0,0
1871,a guide to nashvilles chicest new neighborhood,0.0,0,0
1880,notre dam cathedral burns in paris,0.0,0,0
1885,congress to consider raising tobacco buying age to 21,0.0,0,0
1887,oil price forecasts fall but point to rises for first half of year,0.0,0,0
1896,morgan stanley gets its turn in the penalty box,-0.4588,1,0
1908,viewers pelosi applaud trump,0.4588,0,0
1909,alabama executes inmate after supreme court 5 4 refuses to intervene,0.5574,0,1
1917,more auto makers sued over exploding takata air bags,0.0,0,1
1919,mulvaney likely to stick around at the cfpb for a while,0.0,0,0
1924,uber granted new london license by UK court,0.3167,0,1
1939,utility sale could leave taxpayers with 4 billion of nuclear debt,-0.4019,0,0
1941,apples new ipad pro great tablet still cant replace your laptop,0.6249,0,0
1943,europes investment banks suffer american envy,-0.6808,0,0
1952,aegean marine wins court approval for bankruptcy financing,0.7783,0,0
1964,corrections amplifications,0.0,0,0
1966,oil climbs ahead of official US stockpile data,0.0,0,0
1971,icahn sues amtrust over deal to go private,0.0,0,1
1974,doj watchdog report does little to quelldissension over clinton email probe,0.0,0,1
1985,oil prices stabilize after trump tweet turmoil,-0.3612,0,0
1986,fortress hires deutsche hedge fund team amid legal complaint,-0.1779,0,0
1992,south koreas cryptocurrency crackdown isnt stopping this bitcoin exchanges launch,0.1139,0,0
1994,gold lower on eased US north korea tensions,-0.4019,0,0
1998,verizon dials up wireless revenue growth,0.3818,0,0
2024,silicon valleys favorite payments company cashes in,0.4588,0,0
2027,trump defends west wing turnover i like conflict,0.0516,0,0
2032,god save texas review a lone star state of mind,0.4939,0,0
2035,the controversial text that saved me,0.25,0,0
2038,trump administration proposes 4 4 trillion budget for fiscal 2019,0.0,0,0
2040,in plea deal flynn acknowledges working for turkish government,0.0,0,1
2044,mnuchin comments on brexit and debt ceiling at house hearing,-0.3612,0,0
2046,collagen a wrinkle cream staple catches on in foods,0.0,0,0
2047,sears still has its biggest fan,0.3182,0,0
2051,missouri senate passes bill to ban abortions at 8 weeks,-0.5574,0,0
2052,thats amour falling for a citroen deux chevaux,-0.1531,0,0
2061,trump backs letting military academy athletes go pro immediately,-0.0516,0,0
2082,feds beige book shows solid regional economic conditions,0.1531,0,0
2084,trump releases names of two service members returned from north korea,0.0,0,0
2088,the challenge for vanguards new ceo keep a behemoth growing,0.25,0,0
2094,next month the people vote on kavanaugh,0.0,0,0
2097,allergan that 15 billion sure went fast,0.3182,0,1
2103,religious and political leaders react to billy grahams death,-0.5994,0,0
2113,acting dea chief rebuts trumps remarks on police use of force,0.0,0,0
2119,slowing cigarette sales push altria to explore other opportunities,0.3818,0,0
2137,former new jersey governor brendan byrne dies,0.0,0,0
2143,for kraft heinz a chance for a fresh start,0.5106,0,0
